site_gaw_id,year,month,day,hour,minute,second,year,month,day,hour,minute,second,value,value_unc,nvalue,latitude,longitude,altitude,elevation,intake_height,flask_no,ORG_QCflag,QCflag,instrument,measurement_method,scale
CGO,1992,6,1,0,0,0,-999,-9,-9,-9,-9,-9,309.431,0.591,308,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1992,7,1,0,0,0,-999,-9,-9,-9,-9,-9,309.622,0.548,259,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1992,8,1,0,0,0,-999,-9,-9,-9,-9,-9,309.875,0.437,308,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1992,9,1,0,0,0,-999,-9,-9,-9,-9,-9,309.987,0.492,279,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1992,10,1,0,0,0,-999,-9,-9,-9,-9,-9,310.09,0.698,242,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1992,11,1,0,0,0,-999,-9,-9,-9,-9,-9,310.042,0.635,244,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1992,12,1,0,0,0,-999,-9,-9,-9,-9,-9,310.139,0.587,173,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1993,1,1,0,0,0,-999,-9,-9,-9,-9,-9,310.116,0.516,279,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1993,2,1,0,0,0,-999,-9,-9,-9,-9,-9,309.911,0.518,276,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1993,3,1,0,0,0,-999,-9,-9,-9,-9,-9,309.751,0.527,269,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1993,4,1,0,0,0,-999,-9,-9,-9,-9,-9,309.715,0.557,251,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1993,5,1,0,0,0,-999,-9,-9,-9,-9,-9,309.699,0.601,217,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1993,6,1,0,0,0,-999,-9,-9,-9,-9,-9,309.739,0.639,210,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1993,7,1,0,0,0,-999,-9,-9,-9,-9,-9,309.916,0.768,260,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1993,8,1,0,0,0,-999,-9,-9,-9,-9,-9,309.96,0.738,270,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1993,9,1,0,0,0,-999,-9,-9,-9,-9,-9,310.035,0.639,290,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1993,10,1,0,0,0,-999,-9,-9,-9,-9,-9,309.871,0.633,329,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1993,11,1,0,0,0,-999,-9,-9,-9,-9,-9,309.899,0.527,236,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1993,12,1,0,0,0,-999,-9,-9,-9,-9,-9,310.098,0.915,223,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1994,1,1,0,0,0,-999,-9,-9,-9,-9,-9,310.096,0.783,291,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1994,2,1,0,0,0,-999,-9,-9,-9,-9,-9,309.847,1.214,244,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1994,3,1,0,0,0,-999,-9,-9,-9,-9,-9,309.806,1.285,165,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1994,4,1,0,0,0,-999,-9,-9,-9,-9,-9,310.212,1.052,325,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1994,5,1,0,0,0,-999,-9,-9,-9,-9,-9,310.314,1.082,305,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1994,6,1,0,0,0,-999,-9,-9,-9,-9,-9,310.026,0.906,307,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1994,7,1,0,0,0,-999,-9,-9,-9,-9,-9,310.228,0.904,288,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1994,8,1,0,0,0,-999,-9,-9,-9,-9,-9,310.082,0.865,232,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1994,9,1,0,0,0,-999,-9,-9,-9,-9,-9,310.407,0.611,272,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1994,10,1,0,0,0,-999,-9,-9,-9,-9,-9,310.571,0.561,287,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1994,11,1,0,0,0,-999,-9,-9,-9,-9,-9,310.677,0.483,202,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1994,12,1,0,0,0,-999,-9,-9,-9,-9,-9,310.797,0.651,231,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
